Cal_kcal,Protein_g,Fat_g,SF_g,TF_g,Cho_g,Sugar_g,Na_g,Name,Brand,Resource,UpdateTime,Portions,BraName
352.0,9.8,16.5,10.5,0.0,41.0,37.0,0.257,耶誕雪白巧克力那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_耶誕雪白巧克力那堤
160.0,5.0,5.0,3.0,0.0,23.0,23.0,0.075,伯爵茶那堤                                                          ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_伯爵茶那堤                                                          
203.0,5.8,7.0,4.7,0.0,29.3,22.8,0.068,草莓優格飲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓優格飲
244.0,10.6,10.4,5.9,0.0,27.0,26.0,0.136,蜜桃風味紅茶那堤                                                                       ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蜜桃風味紅茶那堤                                                                       
240.0,10.6,10.4,5.9,0.0,27.0,25.0,0.136,香草風味紅茶那堤                                                     ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香草風味紅茶那堤                                                     
81.0,0.2,0.1,0.0,0.0,22.0,19.0,0.017,冰洋梨洋甘菊花茶                                                         ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰洋梨洋甘菊花茶                                                         
304.0,10.4,10.7,6.0,0.0,45.0,33.0,0.137,栗子紅茶那堤                                               ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_栗子紅茶那堤                                               
125.0,0.1,0.0,0.0,0.0,31.0,29.0,0.021,蘋果藍莓紅玉紅茶                                            ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蘋果藍莓紅玉紅茶                                            
148.0,1.9,1.5,0.9,0.0,32.0,24.0,0.128,濃縮星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_濃縮星冰樂
91.0,0.2,0.1,0.0,0.0,26.0,23.0,0.018,洋梨洋甘菊花茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_洋梨洋甘菊花茶
110.0,2.7,0.0,0.0,0.0,24.9,21.9,0.345,橘色蔬菜綜合果汁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_橘色蔬菜綜合果汁
192.0,7.4,7.1,4.1,0.2,25.0,22.0,0.1,咖啡漿果風味瑪奇朵                                                    ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_咖啡漿果風味瑪奇朵                                                    
185.0,6.9,6.6,3.8,0.2,25.0,22.0,0.098,冰咖啡漿果風味瑪奇朵 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰咖啡漿果風味瑪奇朵 
113.0,0.3,0.1,0.0,0.0,28.0,26.0,0.012,冷萃柑橘三重奏                                          ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冷萃柑橘三重奏                                          
632.0,8.64,31.3,21.1,0.0,79.0,64.0,0.172,典藏麥芽雪冷萃,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_典藏麥芽雪冷萃
64.0,1.0,0.0,0.0,0.0,15.0,15.0,0.028,雙果雲朵冰搖紅茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_雙果雲朵冰搖紅茶
239.0,5.4,4.0,2.9,0.0,45.0,33.0,0.114,春讚抹茶紅豆星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_春讚抹茶紅豆星冰樂
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,雙果優格飲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_雙果優格飲
282.0,4.3,1.9,1.2,0.1,61.0,52.0,0.212,白柚蜜香吉利優格星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_白柚蜜香吉利優格星冰樂
307.0,4.0,11.8,7.4,0.0,47.0,46.0,0.183,焦糖可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_焦糖可可碎片星冰樂
385.0,12.0,18.0,6.4,0.0,44.0,32.0,0.307,臺玖號花生仙草星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_臺玖號花生仙草星冰樂
100.0,1.0,6.0,3.5,0.0,12.0,12.0,0.02,甜香草奶油氮氣冷萃,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_甜香草奶油氮氣冷萃
168.0,4.3,3.6,2.0,0.0,30.0,23.0,0.055,黑糖葛粉吉利紅茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黑糖葛粉吉利紅茶那堤
315.0,4.1,14.6,9.3,0.0,41.0,38.0,0.154,濃巧克力咖啡星冰樂                      ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_濃巧克力咖啡星冰樂                      
412.0,4.4,18.0,11.5,0.0,57.0,46.0,0.246,濃焦糖咖啡星冰樂            ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_濃焦糖咖啡星冰樂            
347.0,9.0,18.1,10.9,0.0,38.0,36.0,0.167,濃焦糖那堤                                                  ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_濃焦糖那堤                                                  
333.0,8.4,13.7,8.2,0.0,43.0,34.0,0.231,白巧克力咖啡那堤 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_白巧克力咖啡那堤 
272.0,1.2,6.7,4.0,0.0,52.0,44.0,0.015,西瓜荔枝蘆薈星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_西瓜荔枝蘆薈星冰樂
261.0,2.9,6.1,3.9,0.0,53.0,36.0,0.176,星巴克咖啡星球星冰樂      ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克咖啡星球星冰樂      
109.0,0.3,0.1,0.0,0.0,27.0,25.0,0.012,香檸蜜柚冷萃咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香檸蜜柚冷萃咖啡
308.0,4.0,13.5,8.7,0.0,46.0,43.0,0.153,摩卡可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_摩卡可可碎片星冰樂
100.0,1.0,6.0,3.5,0.0,12.0,12.0,0.02,經典特調氮氣冷萃咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_經典特調氮氣冷萃咖啡
100.0,1.0,6.0,3.5,0.0,12.0,12.0,0.02,經典特調冷萃咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_經典特調冷萃咖啡
165.0,6.6,6.2,3.5,0.0,21.0,20.0,0.085,醇濃抹茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_醇濃抹茶那堤
120.0,0.2,0.1,0.0,0.0,29.0,28.0,0.018,芒果石榴星冰茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_芒果石榴星冰茶
404.0,5.4,24.5,15.6,0.0,41.0,38.0,0.183,雙濃粹義式咖啡星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_雙濃粹義式咖啡星冰樂
370.0,4.0,24.1,15.5,0.0,34.0,32.0,0.181,醇濃抹茶奶霜星冰樂          ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_醇濃抹茶奶霜星冰樂          
333.0,10.8,14.4,8.6,0.0,40.0,39.0,0.174,萬聖節南瓜風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_萬聖節南瓜風味那堤
168.0,4.3,3.6,2.0,0.0,30.0,23.0,0.055,黑糖葛粉吉利紅茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黑糖葛粉吉利紅茶那堤
279.0,4.3,11.4,6.9,0.0,42.0,39.0,0.181,黑摩卡可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黑摩卡可可碎片星冰樂
420.0,5.6,16.3,11.1,0.0,65.0,0.0,0.235,摩卡酷可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_摩卡酷可可碎片星冰樂
243.0,3.8,11.4,6.9,0.0,32.0,31.0,0.161,香草風味星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香草風味星冰樂
253.0,4.5,12.0,7.3,0.0,34.0,33.0,0.158,巧克力星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_巧克力星冰樂
306.0,5.1,14.5,9.3,0.0,42.0,41.0,0.192,巧克力可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_巧克力可可碎片星冰樂
323.0,4.8,11.6,7.0,0.0,50.0,49.0,0.166,抹茶奶霜星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶奶霜星冰樂
115.0,6.2,5.9,3.4,0.0,9.0,8.0,0.076,冰那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰那堤
333.0,7.1,3.3,1.8,0.0,69.0,0.0,0.169,紅豆抹茶星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_紅豆抹茶星冰樂
157.0,0.6,0.2,0.0,0.0,38.0,37.0,0.104,雙果果汁星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_雙果果汁星冰樂
145.0,4.8,5.6,3.9,0.0,23.0,19.0,0.056,經典紅茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_經典紅茶那堤
105.0,2.9,3.3,2.3,0.0,22.0,21.0,0.033,冰經典紅茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰經典紅茶那堤
145.0,4.8,5.6,3.9,0.0,23.0,19.0,0.056,玫瑰蜜香茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_玫瑰蜜香茶那堤
105.0,2.9,3.3,2.3,0.0,22.0,21.0,0.033,冰玫瑰蜜香茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰玫瑰蜜香茶那堤
235.0,9.5,9.1,5.1,0.3,29.0,28.0,0.118,抹茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶那堤
174.0,6.4,5.8,3.3,0.2,24.0,23.0,0.08,冰抹茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰抹茶那堤
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,冰茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰茶
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,碧螺春,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_碧螺春
144.0,5.7,5.4,3.1,0.0,18.0,0.0,0.068,香草風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香草風味那堤
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,東方美人,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_東方美人
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,紅玉紅茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_紅玉紅茶
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,阿里山烏龍茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_阿里山烏龍茶
433.0,11.6,26.1,15.7,0.0,45.0,36.0,0.113,經典巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_經典巧克力
321.0,8.3,21.0,11.8,0.0,30.0,24.0,0.086,冰經典巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰經典巧克力
230.0,7.0,12.0,7.0,0.0,28.0,0.0,0.0,兒童熱可可,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_兒童熱可可
142.0,1.2,0.3,0.0,0.0,34.0,0.0,0.036,草莓鮮果昔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓鮮果昔
243.0,3.8,11.0,7.0,0.0,32.0,0.0,0.161,紅豆香草星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_紅豆香草星冰樂
3.0,0.3,0.1,0.0,0.0,0.0,0.0,0.005,冰每日精選咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰每日精選咖啡
72.0,1.9,2.2,1.6,0.0,11.1,0.0,0.0216,茶密斯朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_茶密斯朵
158.0,5.5,5.2,3.0,0.0,23.0,0.0,0.068,冰香草風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰香草風味那堤
79.0,1.4,1.7,1.2,0.0,14.5,0.0,0.016399999999999998,冰茶密斯朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰茶密斯朵
105.0,0.4,9.3,6.2,0.0,3.0,0.0,0.008,濃縮康寶藍,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_濃縮康寶藍
9.0,0.5,0.2,0.1,0.0,1.0,0.0,0.003,濃縮瑪奇朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_濃縮瑪奇朵
364.0,3.1,14.3,8.9,0.0,57.0,0.0,0.2,焦糖三重奏咖啡星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_焦糖三重奏咖啡星冰樂
239.0,3.8,2.1,0.9,0.0,54.0,0.0,0.105,芒果香蕉星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_芒果香蕉星冰樂
143.0,3.8,3.6,2.2,0.0,25.0,0.0,0.059,印度茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_印度茶那堤
70.0,0.2,0.0,0.0,0.0,17.0,0.0,0.004,冰搖檸檬茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰搖檸檬茶
33.0,0.0,0.0,0.0,0.0,19.0,19.0,0.001,冰搖茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰搖茶
342.0,4.8,13.5,7.5,0.0,51.0,0.0,0.201,草莓起司風味星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓起司風味星冰樂
297.0,8.0,8.8,5.2,0.0,49.0,0.0,0.078,香蕉巧克力星冰樂 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香蕉巧克力星冰樂 
144.0,5.7,5.4,3.1,0.0,18.0,0.0,0.068,榛果風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_榛果風味那堤
69.0,0.0,0.0,0.0,0.0,24.0,24.0,0.003,冰搖檸檬茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰搖檸檬茶
350.0,3.5,11.6,6.7,0.0,58.0,0.0,0.17,提拉米蘇星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_提拉米蘇星冰樂
255.0,2.7,1.7,0.9,0.0,59.0,0.0,0.052,香蕉覆盆莓星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香蕉覆盆莓星冰樂
249.0,6.0,12.1,6.2,0.0,30.0,0.0,0.663,法式香草那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_法式香草那堤
240.0,6.4,12.7,7.7,0.0,26.0,0.0,0.107,濃焦糖那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_濃焦糖那堤
206.0,5.6,9.6,5.8,0.0,24.0,0.0,0.145,太妃核果那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_太妃核果那堤
1.0,1.0,1.0,11.0,1.0,1.0,1.0,0.001,栗香果仁糖那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_栗香果仁糖那堤
176.0,6.4,6.1,3.4,0.0,25.0,0.0,0.078,福吉茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_福吉茶那堤
140.0,5.2,5.1,2.8,0.2,18.0,0.0,0.066,蜂蜜香草風味瑪奇朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蜂蜜香草風味瑪奇朵
158.0,5.5,5.2,3.0,0.0,23.0,0.0,0.068,冰榛果風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰榛果風味那堤
144.0,5.2,4.9,2.8,0.0,20.0,0.0,0.093,榛果風味瑪奇朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_榛果風味瑪奇朵
330.0,3.7,12.3,8.0,0.3,51.0,0.0,0.212,摩卡蜜糖碎片星冰樂  ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_摩卡蜜糖碎片星冰樂  
322.0,4.0,12.5,8.0,0.3,49.0,0.0,0.228,柳橙蜜糖碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_柳橙蜜糖碎片星冰樂
351.0,5.7,8.0,6.5,0.0,64.0,47.0,0.262,紫甜薯奶霜星冰樂 (台灣限定),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_紫甜薯奶霜星冰樂 (台灣限定)
282.0,7.7,15.0,7.0,0.0,29.0,25.0,0.075,冰摩卡可可亞咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰摩卡可可亞咖啡
226.0,7.0,11.8,5.6,0.0,22.0,19.0,0.069,摩卡可可亞咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_摩卡可可亞咖啡
240.0,5.8,12.7,7.7,0.0,26.0,25.0,0.107,濃焦糖那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_濃焦糖那堤
309.0,6.2,16.9,10.3,0.0,34.0,32.0,0.134,冰濃焦糖那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰濃焦糖那堤
199.0,5.8,10.2,6.2,0.0,21.0,20.0,0.15,太妃核果風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_太妃核果風味那堤
247.0,6.0,13.0,8.0,0.0,26.0,25.0,0.19,冰太妃核果風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰太妃核果風味那堤
212.0,8.0,8.7,5.0,0.0,25.0,24.1,0.111,焦糖瑪奇朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_焦糖瑪奇朵
234.0,6.7,11.8,7.4,0.0,26.0,25.0,0.105,蔓越莓白摩卡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蔓越莓白摩卡
297.0,7.3,15.5,9.9,0.0,33.0,31.0,0.128,冰蔓越莓白摩卡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰蔓越莓白摩卡
267.0,6.0,11.3,5.9,0.0,35.0,24.0,0.095,潘那朵妮風味那堤(熱),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_潘那朵妮風味那堤(熱)
349.0,6.2,14.6,7.5,0.0,47.0,32.0,0.113,潘那朵妮風味那堤(冰),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_潘那朵妮風味那堤(冰)
365.0,6.9,16.4,10.6,0.0,46.0,39.0,0.095,草莓紅絲絨摩卡(冰),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓紅絲絨摩卡(冰)
285.0,6.2,13.1,8.5,0.0,35.0,20.0,0.093,草莓紅絲絨摩卡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓紅絲絨摩卡
303.0,6.6,14.9,9.1,0.0,35.0,26.0,0.112,栗香松露白巧克力咖啡(冰),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_栗香松露白巧克力咖啡(冰)
239.0,6.2,11.5,6.9,0.0,27.0,20.0,0.093,栗香松露白巧克力咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_栗香松露白巧克力咖啡
36.7,0.0,0.0,0.0,0.0,9.0,8.8,0.004,TAZO 蜜桃綠茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_TAZO 蜜桃綠茶
34.3,0.0,0.0,0.0,0.0,8.6,8.3,0.004,TAZO 黑莓茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_TAZO 黑莓茶
188.0,6.6,7.3,4.3,0.0,24.0,22.5,0.097,冰焦糖瑪奇朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰焦糖瑪奇朵
52.8,0.7,0.0,0.0,0.0,12.5,9.8,0.002,柳橙汁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_柳橙汁
57.6,0.2,0.0,0.0,0.0,14.2,11.5,0.006,葡萄莓果綜合果汁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_葡萄莓果綜合果汁
53.6,0.3,0.0,0.0,0.0,13.1,9.6,0.007,蘋果奇異果綜合果昔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蘋果奇異果綜合果昔
61.0,0.8,0.2,0.0,0.0,14.0,13.8,0.005,葡萄石榴綜合果昔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_葡萄石榴綜合果昔
200.0,6.0,3.0,2.0,0.0,37.0,32.0,0.1,星冰樂咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星冰樂咖啡
180.0,7.0,3.0,2.0,0.0,33.0,31.0,0.095,星冰樂摩卡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星冰樂摩卡
344.0,4.9,14.5,9.3,0.0,53.0,51.0,0.184,草莓紅絲絨巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓紅絲絨巧克力
259.0,11.1,11.2,3.9,0.0,21.0,14.0,0.09,擂茶抹茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_擂茶抹茶那堤
263.0,10.3,10.3,4.1,0.0,35.0,28.0,0.084,冰擂茶抹茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_冰擂茶抹茶那堤
134.0,5.1,4.9,2.8,0.0,17.0,15.0,0.07,烤焦糖風味瑪奇朵(熱),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_烤焦糖風味瑪奇朵(熱)
318.0,10.4,15.6,9.3,0.4,34.0,29.5,0.114,摩卡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_摩卡
