重量,熱量,蛋白質,脂肪,飽和脂肪,反式脂肪,碳水化合物,糖,鈉,食物名,品牌,資料來源,更新時間,食用量
90.0,435.0,6.3,28.3,13.7,0.3,39.0,24.5,133.0,布朗尼,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
250.0,375.0,17.2,12.8,4.0,0.0,48.0,42.5,608.0,瑪莎蔓豬肉咖哩筆管麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,252.0,11.2,6.2,1.2,0.0,37.7,3.1,650.0,燻火腿墨魚三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
130.0,321.0,12.6,15.0,2.3,0.0,34.0,1.3,638.0,菇菇蛋堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
420.0,1340.0,26.0,37.4,24.4,0.0,224.3,111.3,802.0,耶誕麵包提袋組,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,292.0,9.9,19.5,11.2,0.0,19.1,1.9,554.0,嫩雞菠菜鹹派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
270.0,406.0,21.9,17.0,4.7,0.0,41.3,2.2,567.0,時蔬烤雞青醬麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,337.0,4.9,19.4,11.6,0.1,35.6,17.4,153.0,巧克力烤布蕾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,640.3,18.0,51.5,6.2,0.0,26.2,8.9,8.7,楓糖綜合堅果,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,446.9,5.4,18.5,10.9,0.0,64.7,37.0,44.0,無花果牛奶巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,474.3,5.9,24.3,13.4,0.0,58.0,36.0,95.0,焦糖牛奶巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105.0,528.0,6.1,28.5,18.1,0.1,61.9,59.6,83.0,金幣巧克力撲滿,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,303.0,24.4,6.9,2.6,0.0,35.8,16.9,657.0,咖啡牛肉乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,324.0,23.0,8.9,3.3,0.0,37.9,16.5,678.0,辣味牛肉乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
430.0,291.0,0.3,0.2,0.0,0.0,72.1,68.8,3.2,星巴克蜜柚醬,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,星巴克星願桶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,511.0,12.5,25.4,14.4,0.4,58.1,29.8,340.5,海苔肉鬆薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,472.5,6.5,16.9,11.6,0.2,73.6,35.0,245.0,星巴克經典薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,443.1,4.5,19.9,12.6,0.0,61.5,32.7,134.1,星巴克雙果酥,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
432.0,473.5,6.5,24.6,7.4,0.0,56.4,0.0,126.7,法式薄餅禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
200.0,376.0,16.8,17.0,5.2,0.0,39.0,9.2,660.0,晨光法式吐司組合,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
48.0,167.0,4.6,6.1,4.1,0.0,23.4,1.8,281.0,海鹽奶油捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
72.0,234.0,6.5,9.1,4.0,0.0,31.6,3.1,345.0,香甜吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
70.0,356.0,8.9,14.9,6.9,0.0,46.7,12.4,303.0,果乾核桃麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,523.0,7.6,25.9,15.5,0.8,64.9,28.2,164.0,精選咖啡蛋捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105.0,279.0,9.9,11.4,4.6,0.0,34.3,8.6,311.0,火腿炒蛋麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
150.0,291.0,15.0,11.4,5.2,0.0,32.1,7.4,1026.0,黑傑克雞肉薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
280.0,302.0,8.7,7.8,1.4,0.0,49.3,8.7,552.0,溫野菜,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
70.0,252.0,2.7,9.0,5.4,0.1,40.0,23.8,137.0,糖霜檸檬蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,432.0,8.7,16.0,10.3,0.4,63.3,30.9,375.0,葡萄乾司康,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,197.0,3.4,13.8,8.6,0.3,14.8,12.2,22.0,草莓布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
75.0,212.0,5.0,12.8,5.3,0.1,19.4,12.5,69.0,奶蓋焦糖紅茶捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,447.0,4.5,15.7,3.9,0.0,71.9,33.2,338.0,蜂蜜焦糖煎餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,534.0,14.0,32.3,5.8,0.0,46.9,35.7,10.0,蔓越莓堅果棒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,523.0,7.6,25.9,15.5,0.8,64.9,28.2,164.0,週年蛋捲貨櫃禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,294.0,7.1,4.3,1.4,0.0,56.8,34.0,54.0,星巴克蜂蜜蛋糕(2片裝),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,461.0,5.0,21.7,14.3,0.6,61.5,30.1,147.0,Mini鳳梨酥(6顆裝),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,384.0,4.8,0.0,0.0,0.0,91.2,0.0,15.6,水果軟糖(黑加崙風味),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
74.0,31.0,0.4,0.8,0.0,0.0,5.5,4.9,129.0,輕沙拉,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
179.0,151.0,2.3,9.5,1.6,0.0,14.1,8.6,424.0,時蔬沙拉,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
75.0,189.0,6.9,7.0,2.4,0.0,24.7,2.6,431.0,和風炒菇薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,408.0,4.7,0.0,0.0,0.0,97.4,0.0,38.4,水果軟糖(綜合水果風味),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
145.0,426.0,13.5,25.5,14.0,0.1,35.7,4.0,610.0,菠菜蛋可頌堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
135.0,428.0,10.5,17.8,11.3,0.7,56.3,16.2,556.0,芋見肉鬆帕里尼,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,192.0,3.6,13.0,7.9,0.4,15.2,11.1,22.0,芋泥布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
38.0,212.0,5.6,13.1,2.8,0.0,17.7,7.4,12.0,綜合堅果塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,192.0,4.1,8.5,5.5,0.0,24.8,17.6,112.0,玫瑰起司慕斯蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,261.0,4.6,14.6,10.0,0.1,27.9,22.1,85.0,夏日可爾必思蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,323.0,3.8,24.5,15.6,0.3,22.0,14.0,33.0,櫻桃黑森林薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,358.0,4.5,28.0,16.5,0.7,22.0,12.8,46.0,可可伯爵薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,481.0,3.9,19.3,13.8,0.0,72.8,31.5,512.0,咖啡焦糖爆米花,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,594.0,4.9,41.2,36.2,0.0,51.0,18.4,451.0,酸奶洋蔥爆米花,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,406.0,4.6,0.0,0.0,0.0,97.0,0.0,38.4,水果軟糖(蘋果風味),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,396.0,3.6,0.0,0.0,0.0,95.4,0.0,55.0,星巴克棉花糖(哈密瓜風味),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,396.0,3.6,0.0,0.0,0.0,95.4,0.0,55.0,星巴克棉花糖(草莓風味),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
800.0,2872.0,33.6,217.6,138.4,2.4,195.2,124.0,296.0,櫻桃黑森林薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
550.0,1168.0,20.4,59.4,34.6,0.0,138.0,109.0,602.0,6吋玫瑰起司慕斯蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
600.0,1741.0,30.6,97.2,66.6,0.6,186.0,147.0,564.0,6吋夏日可爾必思蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
580.0,2111.0,32.5,160.1,101.5,2.3,135.1,91.1,1433.0,6吋經典起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
500.0,1750.0,25.5,130.0,73.0,2.5,120.0,75.5,925.0,6吋起司藍莓蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,116.0,0.4,2.0,1.6,0.0,24.2,11.4,6.0,黃豆卡士達星蕨餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
50.0,103.0,0.6,1.1,0.8,0.0,22.6,9.8,10.0,提拉米蘇星蕨餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
45.0,240.0,4.5,18.0,11.3,0.0,10.8,0.0,4.5,星巴克手工咖啡糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,523.0,7.6,25.9,25.5,0.8,64.9,28.2,164.0,原味芝麻蛋捲禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,536.0,5.4,30.1,17.7,0.2,60.9,33.4,279.0,星巴克咖啡捲心酥,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105.0,259.0,10.5,9.6,4.7,0.1,32.7,2.0,629.0,煙燻牛肉三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,270.0,12.6,14.3,6.3,0.1,22.8,2.7,659.0,培根蛋英式麥芬,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
200.0,226.0,13.8,7.0,3.2,0.0,27.0,7.6,546.0,綜合烤肉捲沙拉杯,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
140.0,114.0,3.9,4.8,3.1,0.0,13.9,12.3,44.0,Mini藍莓優格,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105.0,390.0,7.9,30.1,14.9,0.6,21.9,7.7,90.0,芒果泡芙,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,374.0,8.9,26.4,9.4,0.1,25.3,15.6,140.0,花生巧克力蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
49.0,183.0,2.5,8.7,4.1,0.1,23.6,15.0,33.0,百香果塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,星巴克經典薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
200.0,452.0,5.1,13.2,5.9,0.0,78.2,41.4,248.0,可可威化捲心酥,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
210.0,1246.0,12.6,89.6,44.8,0.0,98.0,0.0,708.4,焦糖咖啡千層派禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
500.0,2079.0,49.5,146.5,52.0,0.5,140.5,86.5,780.0,6吋花生巧克力蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
580.0,1894.0,30.7,149.1,85.8,2.9,107.3,48.1,290.0,6吋芒果泡芙,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,咖啡啤酒肉條禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,294.0,7.1,4.3,1.4,0.0,56.8,34.0,54.0,長條蜂蜜蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
450.0,1404.0,19.4,70.7,65.7,1.8,172.4,81.9,207.0,六吋檸檬塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120.0,346.0,13.9,12.8,4.7,0.0,43.6,1.8,697.0,艾曼達起司里肌三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
35.0,166.0,4.9,9.8,2.1,0.0,17.3,0.0,4.6,橙香腰果,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
145.0,379.0,20.6,10.9,5.4,0.0,49.7,5.8,687.0,石窯手撕豬肉堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
150.0,372.0,16.0,15.0,5.58,0.0,43.3,4.8,514.0,輕泰式豬肉帕里尼,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,183.0,5.3,13.1,6.8,0.1,11.0,10.1,22.0,芝麻豆漿奶酪,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
55.0,163.0,4.1,8.8,3.1,0.0,16.8,10.6,80.0,抹茶戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
125.0,463.0,7.0,39.2,7.6,0.2,20.5,20.0,56.0,抹茶紅豆千層薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,467.1,4.1,16.3,7.5,0.0,76.0,40.5,357.0,海鹽焦糖風味威化捲心酥,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,357.0,28.7,10.4,4.0,0.0,37.1,30.8,653.0,炙燒豬肉條 (東方美人茶),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
200.0,818.0,22.8,14.8,9.8,0.0,148.2,0.0,256.0,星巴克摩卡飲品粉,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,500.0,7.7,23.2,17.2,0.1,65.1,38.6,132.5,法式薄餅禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,511.0,12.5,25.4,14.4,0.4,58.1,29.8,340.5,海苔肉鬆薄餅禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,551.2,17.2,33.6,10.7,0.0,45.0,26.4,248.0,摩卡杏仁肉鬆捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,519.1,7.1,25.9,17.5,0.8,64.4,29.2,163.2,精選咖啡蛋捲禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
150.0,590.0,2.6,0.3,0.1,0.3,144.2,0.0,180.0,星巴克玫瑰蜜香飲品粉,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,精選綜合蛋捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,633.0,11.9,49.7,19.5,0.1,34.4,14.4,70.0,摩卡杏仁捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光寶盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光風華,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光奏鳴曲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光花園,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光小夜曲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光樂園,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,221.0,10.6,5.9,1.8,0.0,31.3,3.2,587.0,哈姆花生三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,340.0,3.9,0.0,0.0,0.0,81.2,0.0,32.0,耶誕糖果樹,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,190.0,5.8,8.8,2.0,0.0,21.8,4.4,211.0,紅藜地瓜三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
72.0,407.0,8.9,22.4,11.4,4.0,42.7,13.4,235.0,法式丹麥吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
60.0,164.0,1.6,6.4,4.0,0.0,25.1,12.8,26.0,鬼精靈大福,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
95.0,270.0,6.6,16.4,5.5,0.2,23.4,14.8,64.0,豆香胡麻天使蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
90.0,246.0,3.5,13.1,7.7,0.8,28.5,16.0,112.0,芋頭蒙布朗,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
160.0,340.0,11.2,15.2,5.4,0.6,39.5,5.1,888.0,鮪魚乳酪番茄佛卡夏,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
165.0,334.0,18.0,11.9,5.3,0.7,38.8,5.8,1157.0,粉紅火腿菠菜乳酪佛卡夏,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
175.0,362.0,18.6,13.6,6.0,0.7,41.3,4.4,1166.0,義式雞肉佛卡夏,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
69.0,276.0,2.7,17.4,12.4,0.0,27.3,13.0,168.0,白巧蜜糖芙樂奇,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
69.0,256.0,2.4,16.0,9.4,0.0,25.6,11.0,147.0,草莓甜心芙樂奇,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
56.0,241.0,1.7,7.3,2.3,0.0,41.7,0.0,43.7,法國鹹奶油焦糖軟糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,363.0,4.1,1.4,0.0,0.0,83.4,45.4,15.0,開學小熊迎星桶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,528.0,6.1,28.5,18.1,0.1,61.9,59.6,83.0,粉紅萬聖撲滿 (金幣巧克力),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,482.0,6.4,19.4,9.3,0.0,70.5,27.2,88.0,星巴克脆米星(咖啡焦糖風味),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
80.0,449.0,3.2,14.9,9.3,0.0,75.6,53.1,18.0,櫻桃巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
110.0,336.0,4.2,0.9,0.0,0.0,77.7,53.0,60.0,耶誕提袋禮,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
17.0,92.0,0.9,5.4,3.4,0.0,9.7,0.0,19.4,耶誕月曆巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
54.0,294.0,2.7,17.1,10.5,0.0,32.4,0.0,5.4,咖啡杯手工餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100.0,534.0,6.7,29.3,18.5,0.0,61.0,43.7,11.0,咖啡豆巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
135.0,617.0,4.7,28.4,16.2,0.0,85.1,0.0,810.0,比利時焦糖煎餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
42.0,217.0,2.8,11.6,6.9,0.0,25.7,0.0,48.3,金幣巧克力零錢包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
36.0,198.0,2.4,12.3,11.7,0.0,19.8,0.0,21.0,巧克力捲心棒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
