Intake_g,Cal_kcal,Protein_g,Fat_g,SF_g,TF_g,Cho_g,Sugar_g,Na_g,Name,Brand,Resource,UpdateTime,Portions,BraName
85.0,423.0,6.9,29.1,16.1,0.0,33.6,4.9,0.161,國王派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_國王派
420.0,1546.0,27.0,64.3,33.6,1.7,214.2,91.6,0.655,潘娜朵尼水果麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_潘娜朵尼水果麵包
80.0,278.0,7.3,11.0,5.7,0.0,36.6,9.1,0.238,巧克力樹幹麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_巧克力樹幹麵包
190.0,376.0,19.6,12.9,4.9,0.0,45.6,4.2,0.781,青醬牛肉佛卡夏,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_青醬牛肉佛卡夏
45.0,189.0,2.8,11.5,7.7,0.2,18.5,12.6,0.086,橙香起司布朗尼,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_橙香起司布朗尼
150.0,570.0,8.3,30.9,18.5,0.2,64.8,27.6,0.075,蒙布朗聖諾黑,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蒙布朗聖諾黑
90.0,274.0,6.9,15.9,9.4,0.2,25.7,7.5,0.057,繽紛耶誕薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_繽紛耶誕薄餅
80.0,288.0,4.9,17.1,8.7,0.4,28.6,14.2,0.13,爐烤檸檬起士塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_爐烤檸檬起士塔
65.0,200.0,4.7,11.4,6.7,0.1,19.6,10.8,0.066,經典奶油捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_經典奶油捲
330.0,1013.0,23.8,57.8,34.0,0.0,99.7,54.8,0.337,長條經典奶油捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_長條經典奶油捲
200.0,696.0,18.2,28.6,14.2,0.0,91.6,22.8,0.594,長條巧克力樹幹麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_長條巧克力樹幹麵包
100.0,418.0,3.3,13.2,8.1,0.0,71.4,43.3,0.008,草莓巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓巧克力
80.0,430.0,4.6,14.4,8.9,0.0,70.5,51.6,0.013,椰棗巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_椰棗巧克力
100.0,399.0,0.2,0.0,0.0,0.0,99.6,69.2,0.004,星巴克糖果罐,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克糖果罐
100.0,126.0,1.6,5.7,3.7,0.0,17.2,10.8,0.065,啤酒巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_啤酒巧克力
100.0,506.0,6.3,22.9,14.9,0.1,68.6,43.1,0.261,三色巧克力餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_三色巧克力餅乾
100.0,336.0,5.1,0.0,0.0,0.0,78.9,47.7,0.015,松露造型水果軟糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_松露造型水果軟糖
110.0,356.0,3.9,0.8,0.0,0.0,83.4,52.3,0.075,耶誕雪人棉花糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_耶誕雪人棉花糖
40.0,519.0,5.1,28.8,2.4,0.0,58.6,1.2,0.56,波滋洋芋片西班牙臘腸,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_波滋洋芋片西班牙臘腸
40.0,730.4,18.3,69.2,6.7,0.0,8.6,2.1,0.015,原味核桃,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_原味核桃
120.0,363.0,4.1,1.4,0.0,0.0,83.4,45.4,0.015,耶誕日曆軟糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_耶誕日曆軟糖
22.5,400.0,0.4,0.8,0.8,0.0,97.7,0.0,0.001,星巴克薄荷糖(紅石榴綠茶風味),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克薄荷糖(紅石榴綠茶風味)
12.5,406.0,2.5,13.2,7.8,0.0,69.4,64.9,0.004,啤酒巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_啤酒巧克力
135.0,359.0,6.5,1.8,0.0,0.0,79.1,50.1,0.013,QQ熊軟糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_QQ熊軟糖
145.0,478.0,17.1,24.4,14.0,0.0,47.6,6.2,0.706,蔓越莓菠菜雞肉可頌堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蔓越莓菠菜雞肉可頌堡
90.0,253.0,7.7,17.1,11.0,0.2,17.1,1.7,0.381,菠菜洋菇鹹派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_菠菜洋菇鹹派
120.0,324.0,12.5,13.9,4.9,0.0,37.2,2.8,0.69,泰式風味豬肉帕里尼,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_泰式風味豬肉帕里尼
165.0,396.0,18.0,11.2,6.2,0.2,55.6,4.3,0.855,洋蔥牛肉薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_洋蔥牛肉薄餅
55.0,211.0,3.7,14.7,8.2,0.3,16.1,6.8,0.086,乳酪塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_乳酪塔
55.0,220.0,4.7,9.7,6.5,0.2,28.5,8.2,0.266,巧克力橘丁司康,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_巧克力橘丁司康
100.0,257.0,3.7,17.8,9.7,0.1,20.5,13.8,0.036,草莓戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓戚風蛋糕
100.0,277.0,5.7,18.9,10.3,0.1,21.0,13.7,0.047,抹茶草莓捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶草莓捲
110.0,356.0,4.7,21.5,14.9,0.2,36.0,15.7,0.03,草莓塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓塔
95.0,403.0,6.2,26.6,19.9,0.3,34.7,21.8,0.111,岩漿巧克力蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_岩漿巧克力蛋糕
130.0,103.0,3.2,3.4,2.0,0.0,14.8,9.0,0.042,草莓果漿優格,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_草莓果漿優格
79.2,493.0,4.7,20.3,16.4,0.0,72.8,33.2,0.195,星巴克星願桶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克星願桶
165.0,294.0,13.0,10.9,5.0,0.2,36.0,7.9,0.741,燒肉起司堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_燒肉起司堡
220.0,449.0,9.9,26.4,2.4,0.0,42.9,3.3,0.64,青醬鮮蔬蝴蝶冷麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_青醬鮮蔬蝴蝶冷麵
280.0,294.0,16.8,4.2,0.0,0.0,47.3,7.8,0.89,泰式酸辣雞肉冷麵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_泰式酸辣雞肉冷麵
220.0,282.0,10.8,16.1,2.0,0.0,23.5,10.6,0.326,馬鈴薯炒蛋罐沙拉,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_馬鈴薯炒蛋罐沙拉
105.0,391.0,9.1,14.9,7.6,0.0,55.0,20.8,0.173,肉桂捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_肉桂捲
40.0,332.0,4.1,0.4,0.0,0.0,78.0,46.9,0.031,櫻花提袋禮(草莓風味棉花糖),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_櫻花提袋禮(草莓風味棉花糖)
40.0,432.5,18.5,14.9,1.8,0.0,56.1,3.0,0.458,星巴克五穀堅果棒(海苔藜麥),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克五穀堅果棒(海苔藜麥)
85.0,256.0,7.0,16.2,8.6,0.2,20.6,15.0,0.094,可可輕乳蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_可可輕乳蛋糕
90.0,314.0,5.6,19.3,10.2,0.3,29.7,15.2,0.077,蘋果派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蘋果派
40.0,363.0,4.1,1.4,0.0,0.0,83.4,45.4,0.015,周年慶零錢包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_周年慶零錢包
105.0,266.0,4.3,17.0,11.8,0.1,23.8,9.2,0.044,芋泥布丁薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_芋泥布丁薄餅
90.0,227.0,4.9,12.8,8.3,0.1,23.0,20.3,0.052,蘋果白桃慕斯,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蘋果白桃慕斯
90.0,338.0,5.2,22.7,14.9,0.4,28.2,14.0,0.097,提拉米蘇;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_提拉米蘇;;中杯那堤 Caff é Latte
70.0,256.0,3.9,17.4,10.9,0.0,21.0,13.7,0.069,抹茶乳酪蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶乳酪蛋糕
185.0,361.0,12.0,11.7,3.7,0.0,51.8,1.5,0.74,松子香椿菇堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_松子香椿菇堡
140.0,349.0,15.1,13.2,3.8,0.0,42.3,3.6,0.479,鮮蔬魚排三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_鮮蔬魚排三明治
650.0,1638.0,35.1,92.3,59.8,0.6,166.4,146.9,0.377,6吋蘋果白桃慕斯,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋蘋果白桃慕斯
650.0,1644.0,26.6,105.3,72.8,0.6,147.6,57.2,0.273,6吋芋泥布丁薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋芋泥布丁薄餅
450.0,1620.0,24.3,112.0,71.1,0.0,128.0,86.0,0.414,6吋抹茶乳酪蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋抹茶乳酪蛋糕
500.0,1876.0,29.0,126.0,83.0,2.3,156.5,78.0,0.54,6吋提拉米蘇,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋提拉米蘇
560.0,1683.0,45.9,106.4,56.6,1.1,135.5,98.6,0.622,6吋可可輕乳蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_6吋可可輕乳蛋糕
300.0,73.2,2.1,0.0,0.0,0.0,16.2,15.0,0.176,紅色蔬菜綜合果汁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_紅色蔬菜綜合果汁
50.0,261.0,2.5,3.8,0.8,0.0,54.3,19.7,0.023,夏日都會星冰粽禮盒(6入),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_夏日都會星冰粽禮盒(6入)
50.0,261.0,2.5,3.8,0.8,0.0,54.3,19.7,0.023,夏日沁涼星冰粽禮盒(12入),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_夏日沁涼星冰粽禮盒(12入)
230.0,202.0,5.0,7.0,1.0,0.0,29.7,12.7,0.065,莓果優格燕麥禮盒,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_莓果優格燕麥禮盒
130.0,422.0,14.7,25.2,12.3,0.0,34.2,4.3,0.628,培根蛋起司可頌堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_培根蛋起司可頌堡
79.0,373.0,6.7,20.9,1.4,0.0,39.5,13.8,0.23,甜心菠蘿可頌,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_甜心菠蘿可頌
150.0,431.0,19.0,23.4,7.2,0.0,36.2,3.9,0.784,BBQ雞肉薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_BBQ雞肉薄餅
145.0,287.0,9.7,12.9,1.7,0.0,32.9,1.3,0.637,歐姆蛋嫩雞捲餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_歐姆蛋嫩雞捲餅
55.0,168.0,3.6,9.7,4.3,0.0,16.5,9.7,0.112,伯爵大人戚風蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_伯爵大人戚風蛋糕
1.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,0.001,培根蛋起司可頌堡;;中杯那堤 Caffe Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_培根蛋起司可頌堡;;中杯那堤 Caffe Latte
111.0,111.0,11.0,11.0,11.0,11.0,11.0,11.0,0.011,BBQ 雞肉薄餅;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_BBQ 雞肉薄餅;;中杯那堤 Caff é Latte
111.0,111.0,111.0,111.0,111.0,111.0,111.0,111.0,0.111,單球草莓覆盆莓冰淇淋 4 oz,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_單球草莓覆盆莓冰淇淋 4 oz
140.0,349.0,15.1,13.2,3.8,0.0,42.3,3.6,0.479,鮮蔬魚排三明治;;紅色蔬菜綜合果汁 Ruby Red,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_鮮蔬魚排三明治;;紅色蔬菜綜合果汁 Ruby Red
185.0,361.0,12.0,11.7,3.7,0.0,51.8,1.5,0.74,松子香椿菇堡;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_松子香椿菇堡;;中杯那堤 Caff é Latte
280.0,294.0,16.8,4.2,0.0,0.0,47.3,8.8,0.89,泰式酸辣雞肉冷麵;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_泰式酸辣雞肉冷麵;;中杯那堤 Caff é Latte
220.0,449.0,9.9,26.4,2.4,0.0,42.9,3.3,0.64,青醬鮮蔬蝴蝶冷麵;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_青醬鮮蔬蝴蝶冷麵;;中杯那堤 Caff é Latte
85.0,278.0,6.9,16.6,9.0,0.2,25.3,7.6,0.052,抹茶千層薄餅;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶千層薄餅;;中杯那堤 Caff é Latte
95.0,218.0,4.1,10.1,4.9,0.0,27.6,18.0,0.048,芒果戚風蛋糕;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_芒果戚風蛋糕;;中杯那堤 Caff é Latte
90.0,338.0,5.2,22.7,14.9,0.4,28.2,14.0,0.097,提拉米蘇;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_提拉米蘇;;中杯那堤 Caff é Latte
100.0,285.0,6.0,17.4,12.2,0.5,26.2,7.6,0.085,提拉米蘇千層薄餅;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_提拉米蘇千層薄餅;;中杯那堤 Caff é Latte
500.0,1625.0,26.0,118.5,81.0,1.0,113.5,64.0,0.24,六吋抹茶芝麻薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_六吋抹茶芝麻薄餅
460.0,1720.0,211.0,103.5,59.8,2.1,167.0,88.0,0.106,六吋奶酒那堤布蕾塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_六吋奶酒那堤布蕾塔
540.0,1191.0,21.6,86.1,56.1,1.8,81.9,69.0,0.201,星巴克綜合布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_星巴克綜合布丁
68.0,260.0,4.5,15.2,2.1,0.0,26.2,11.1,0.22,荷蘭風味小鬆餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_荷蘭風味小鬆餅
50.0,188.0,4.4,11.6,4.2,0.1,16.6,8.8,0.128,爐烤起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_爐烤起司蛋糕
80.0,260.0,4.2,19.0,13.0,0.2,18.2,10.2,0.038,抹茶芝麻薄餅;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶芝麻薄餅;;中杯那堤 Caff é Latte
55.0,168.0,3.6,9.7,4.3,0.0,16.5,9.7,0.112,伯爵大人戚風蛋糕;;中杯那堤 Caff é Latte,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_伯爵大人戚風蛋糕;;中杯那堤 Caff é Latte
160.0,389.0,18.2,21.0,5.3,0.1,31.8,8.8,0.626,黑布里歐漢堡排堡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黑布里歐漢堡排堡
175.0,346.0,11.7,15.6,4.2,0.0,39.7,1.6,0.67,韓式泡菜豬肉捲餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_韓式泡菜豬肉捲餅
120.0,348.0,10.9,13.1,6.4,0.1,46.7,5.2,0.534,起司核桃麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_起司核桃麵包
85.0,240.0,7.7,4.1,1.8,0.0,43.1,12.5,0.271,葡萄吐司,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_葡萄吐司
200.0,240.0,6.4,14.0,1.6,0.0,22.2,4.2,0.494,凱薩雞肉藜麥沙拉,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_凱薩雞肉藜麥沙拉
60.0,321.0,5.3,18.0,5.8,0.0,34.4,20.7,0.105,杏仁手工餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_杏仁手工餅乾
90.0,203.0,3.4,15.0,9.9,0.4,13.3,11.6,0.024,原味布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_原味布丁
90.0,194.0,3.8,13.7,8.8,0.2,14.0,11.4,0.043,抹茶布丁,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶布丁
80.0,260.0,4.2,19.0,13.0,0.2,18.2,10.2,0.038,抹茶芝麻薄餅,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_抹茶芝麻薄餅
70.0,262.0,4.1,15.8,9.1,0.3,25.8,13.5,0.106,奶酒那堤布蕾塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_奶酒那堤布蕾塔
130.0,106.0,3.2,3.6,2.3,0.0,15.1,11.4,0.047,櫻桃藍莓果漿優格,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_櫻桃藍莓果漿優格
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光寶盒 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光寶盒 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光風華 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光風華 
50.0,222.0,4.0,13.3,9.3,0.2,21.6,3.2,0.157,法式原味可頌,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_法式原味可頌
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光花園 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光花園 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光小夜曲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光小夜曲
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,夾心蛋糕禮盒 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_夾心蛋糕禮盒 
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,月光樂園   ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_月光樂園   
520.0,1903.0,27.0,116.0,64.5,0.0,187.7,126.4,0.322,六吋咖啡巧克力松露蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_六吋咖啡巧克力松露蛋糕
45.0,184.0,2.9,7.1,3.7,0.0,27.2,18.6,0.071,糖霜檸檬蛋糕Bar,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_糖霜檸檬蛋糕Bar
60.0,315.0,4.9,18.1,7.9,0.2,33.2,12.3,0.137,蔓越莓手工餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蔓越莓手工餅乾
40.0,255.0,3.6,15.3,10.9,0.2,25.7,9.7,0.201,蘭姆葡萄千層派,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蘭姆葡萄千層派
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,黑可可起司麥芬,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_黑可可起司麥芬
65.0,224.0,4.2,9.3,5.4,0.0,30.8,10.1,0.226,美式奶油鬆餅(附鮮奶油與摩卡醬),Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_美式奶油鬆餅(附鮮奶油與摩卡醬)
100.0,343.3,4.1,1.3,0.0,0.0,78.8,60.3,0.048,萬聖節棉花糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_萬聖節棉花糖
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,茶瓦納洋甘菊花草茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_茶瓦納洋甘菊花草茶
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,茶瓦納英式紅茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_茶瓦納英式紅茶
95.0,273.0,9.4,4.9,2.7,0.0,47.6,8.3,0.462,軟法麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_軟法麵包
45.0,256.0,5.3,17.2,10.8,0.0,20.2,9.8,0.004,77%巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_77%巧克力
42.0,220.0,3.1,13.2,8.4,0.0,22.3,16.1,0.013,佛羅娜咖啡巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_佛羅娜咖啡巧克力
50.0,428.0,3.7,11.4,7.8,0.2,77.7,46.0,0.468,焦糖軟糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_焦糖軟糖
100.0,525.0,5.3,28.3,17.4,0.4,62.3,31.7,0.221,香草夾心餅乾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_香草夾心餅乾
75.0,356.0,3.9,0.8,0.0,0.0,83.4,52.3,0.075,耶誕雪人棉花糖,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_耶誕雪人棉花糖
120.0,531.0,5.6,30.3,19.2,0.0,59.0,39.1,0.122,雪茄巧克捲,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_雪茄巧克捲
140.0,372.0,15.3,14.6,6.6,0.0,45.1,3.4,0.693,法式牛肉三明治,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_法式牛肉三明治
85.0,355.0,5.9,17.4,9.4,0.2,43.7,15.1,0.187,焦糖丹麥麵包,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_焦糖丹麥麵包
85.0,322.0,4.7,19.6,10.3,0.1,32.0,13.8,0.043,德式烤布蕾,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_德式烤布蕾
120.0,367.0,4.1,18.5,12.6,0.2,46.1,19.3,0.026,蒙布朗栗子塔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_蒙布朗栗子塔
200.0,718.0,7.6,56.4,23.0,0.9,45.0,28.6,0.43,藍莓起司蛋糕,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份,Starbucks_藍莓起司蛋糕
